FileName,Tag,TagName,VR,Value
Histogram ROI: (385,398),(896,767)
Focal Spot : LARGE
ABC : off

RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3002,000A) : ReportedValuesOrigin;CodeString;System.String;ACTUAL
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3002,000C) : RTImagePlane;CodeString;System.String;NORMAL
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3002,000D) : XRayImageReceptorTranslation;DecimalString;System.Double;-49,998160414336
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3002,000E) : XRayImageReceptorAngle;DecimalString;System.Double;0
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3002,0010) : RTImageOrientation;DecimalString;System.Double;1
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3002,0011) : ImagePlanePixelSpacing;DecimalString;System.Double;0,388
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3002,0012) : RTImagePosition;DecimalString;System.Double;-198,462
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3002,0020) : RadiationMachineName;ShortString;System.String;Accelerator04
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3002,0022) : RadiationMachineSAD;DecimalString;System.Double;1000,00009059477
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3002,0026) : RTImageSID;DecimalString;System.Double;1599,99516930319
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3002,0029) : FractionNumber;IntegerString;System.Int32;5
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3002,0030) : ExposureSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 15 Elements
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(0008,1160) : ReferencedFrameNumber;IntegerString;System.Int32;1
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(0018,0060) : KVP;DecimalString;System.Double;100
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(0018,1150) : ExposureTime;IntegerString;System.Int32;50
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(0018,1151) : XRayTubeCurrent;IntegerString;System.Int32;100
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3002,0032) : MetersetExposure;DecimalString;System.Double;0,00083333333333
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,00B6) : BeamLimitingDeviceSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 3 Elements
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;ASYMX
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,00BC) : NumberOfLeafJawPairs;IntegerString;System.Int32;1
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,011C) : LeafJawPositions;DecimalString;System.Double;-156,24712873443
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;ASYMY
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,00BC) : NumberOfLeafJawPairs;IntegerString;System.Int32;1
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,011C) : LeafJawPositions;DecimalString;System.Double;-43,661023312427
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,00F0) : NumberOfBlocks;IntegerString;System.Int32;0
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,011E) : GantryAngle;DecimalString;System.Double;179,985068306967
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,0120) : BeamLimitingDeviceAngle;DecimalString;System.Double;0
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,0122) : PatientSupportAngle;DecimalString;System.Double;0,009765625
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,0128) : TableTopVerticalPosition;DecimalString;System.Double;-208,49994522142
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,0129) : TableTopLongitudinalPosition;DecimalString;System.Double;1355,73162845012
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,012A) : TableTopLateralPosition;DecimalString;System.Double;94,7981472394756
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,0140) : TableTopPitchAngle;FloatingPointSingle;System.Single;359,9997
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,0144) : TableTopRollAngle;FloatingPointSingle;System.Single;0,0002682209
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,00B3) : PrimaryDosimeterUnit;CodeString;System.String;MINUTE
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,011E) : GantryAngle;DecimalString;System.Double;179,985068306967
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,0120) : BeamLimitingDeviceAngle;DecimalString;System.Double;0
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,0122) : PatientSupportAngle;DecimalString;System.Double;0,009765625
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,0128) : TableTopVerticalPosition;DecimalString;System.Double;-208,49994522142
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,0129) : TableTopLongitudinalPosition;DecimalString;System.Double;1355,73162845012
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,012A) : TableTopLateralPosition;DecimalString;System.Double;94,7981472394756
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,012C) : IsocenterPosition;DecimalString;System.Double;0
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,0140) : TableTopPitchAngle;FloatingPointSingle;System.Single;359,9997
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300A,0144) : TableTopRollAngle;FloatingPointSingle;System.Single;0,0002682209
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300C,0002) : ReferencedRTPlanSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 2 Elements
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(0008,1150) : ReferencedSOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.5
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(0008,1155) : ReferencedSOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.71.5.336529019833.1777377.20230419131051
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300C,0006) : ReferencedBeamNumber;IntegerString;System.Int32;10
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300C,0008) : StartCumulativeMetersetWeight;DecimalString;System.Double;0
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300C,0009) : EndCumulativeMetersetWeight;DecimalString;System.Double;0
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(300C,0022) : ReferencedFractionGroupNumber;IntegerString;System.Int32;1
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3253,0010) : Unknown Tag;Unknown;System.Byte;86
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3253,1000) : Unknown Tag;Unknown;System.Byte;60
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3253,1001) : Unknown Tag;Unknown;System.Byte;48
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3253,1002) : Unknown Tag;Unknown;System.Byte;73
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3273,0010) : Unknown Tag;Unknown;System.Byte;86
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3273,1000) : Unknown Tag;Unknown;System.Byte;48
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(3273,1001) : Unknown Tag;Unknown;System.Byte;72
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;(7FE0,0010) : PixelData;OtherWordString;System.Byte;255
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0002,0000) : Group header for group 0002;UnsignedLong;System.UInt32;192
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0002,0001) : FileMetaInformationVersion;OtherByteString;System.Byte;0
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0002,0002) : MediaStorageSOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.1
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0002,0003) : MediaStorageSOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.62.1.5392505312040230222.7038532742987960972
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0002,0010) : TransferSyntaxUID;UniqueIdentifier;System.String;1.2.840.10008.1.2
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0002,0012) : ImplementationClassUID;UniqueIdentifier;System.String;1.2.246.352.70.2.1.160.3
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0002,0013) : ImplementationVersionName;ShortString;System.String;DCIE 16.1
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0005) : SpecificCharacterSet;CodeString;System.String;ISO_IR 192
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0008) : ImageType;CodeString;System.String;ORIGINAL
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0012) : InstanceCreationDate;Date;System.Nullable`1[System.DateTime];24-11-2023 00:00:00
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0013) : InstanceCreationTime;Time;System.Nullable`1[System.DateTime];24-11-2023 22:06:06
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0016) : SOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.1
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0018) : SOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.62.1.5392505312040230222.7038532742987960972
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0020) : StudyDate;Date;System.Nullable`1[System.DateTime];18-04-2023 00:00:00
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0021) : SeriesDate;Date;System.Nullable`1[System.DateTime];02-05-2023 00:00:00
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0022) : AcquisitionDate;Date;System.Nullable`1[System.DateTime];02-05-2023 00:00:00
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0023) : ContentDate;Date;System.Nullable`1[System.DateTime];02-05-2023 00:00:00
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0030) : StudyTime;Time;System.Nullable`1[System.DateTime];24-11-2023 08:22:35
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0031) : SeriesTime;Time;System.Nullable`1[System.DateTime];24-11-2023 12:05:09
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0032) : AcquisitionTime;Time;System.Nullable`1[System.DateTime];24-11-2023 12:05:08
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0033) : ContentTime;Time;System.Nullable`1[System.DateTime];24-11-2023 12:05:08
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0050) : AccessionNumber;ShortString;System.String;
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0060) : Modality;CodeString;System.String;RTIMAGE
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0064) : ConversionType;CodeString;System.String;DI
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0070) : Manufacturer;LongString;System.String;Varian Medical Systems
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0080) : InstitutionName;LongString;System.String;Rigshospitalet
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,0090) : ReferringPhysicianName;PersonName;System.String;
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,1010) : StationName;ShortString;System.String;Accelerator04
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,1040) : InstitutionalDepartmentName;LongString;System.String;Radioterapiklini
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,1070) : OperatorsName;PersonName;System.String;tjen0364
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,1090) : ManufacturerModelName;LongString;System.String;Patient Verification
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,3010) : IrradiationEventUID;UniqueIdentifier;System.String;1.2.246.352.62.30.5395914488467457728.2555682998271729281
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0010,0010) : PatientName;PersonName;System.String;Lindblom^Eva
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0010,0020) : PatientID;LongString;System.String;2908550288
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0010,0030) : PatientBirthDate;Date;System.Nullable`1[System.DateTime];29-08-1955 00:00:00
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0010,0032) : PatientBirthTime;Time;System.Nullable`1[System.DateTime];24-11-2023 00:00:00
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0010,0040) : PatientSex;CodeString;System.String;F
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0018,1000) : DeviceSerialNumber;LongString;System.String;3898
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0018,1020) : SoftwareVersions;LongString;System.String;2.30.50.26
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0018,5100) : PatientPosition;CodeString;System.String;HFS
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0020,000D) : StudyInstanceUID;UniqueIdentifier;System.String;1.2.246.352.76.1.336529019833.521146.2310829075973
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0020,000E) : SeriesInstanceUID;UniqueIdentifier;System.String;1.2.246.352.62.2.5443840238333482153.16995525920085400978
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0020,0010) : StudyID;ShortString;System.String;CT2
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0020,0011) : SeriesNumber;IntegerString;System.Int32;1
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0020,0013) : InstanceNumber;IntegerString;System.Int32;1
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0020,0020) : PatientOrientation;CodeString;System.String;
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0020,0052) : FrameOfReferenceUID;UniqueIdentifier;System.String;1.2.246.352.62.3.5567650909388871467.4723897574778098087
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0020,1040) : PositionReferenceIndicator;LongString;System.String;
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0028,0002) : SamplesPerPixel;UnsignedShort;System.UInt16;1
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0028,0004) : PhotometricInterpretation;CodeString;System.String;MONOCHROME2
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0028,0010) : Rows;UnsignedShort;System.UInt16;768
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0028,0011) : Columns;UnsignedShort;System.UInt16;1024
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0028,0100) : BitsAllocated;UnsignedShort;System.UInt16;16
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0028,0101) : BitsStored;UnsignedShort;System.UInt16;16
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0028,0102) : HighBit;UnsignedShort;System.UInt16;15
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0028,0103) : PixelRepresentation;UnsignedShort;System.UInt16;0
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0028,1040) : PixelIntensityRelationship;CodeString;System.String;LIN
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0028,1041) : PixelIntensityRelationshipSign;SignedShort;System.Int16;-1
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0028,1050) : WindowCenter;DecimalString;System.Double;65536
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0028,1051) : WindowWidth;DecimalString;System.Double;131070
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0028,1052) : RescaleIntercept;DecimalString;System.Double;0
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0028,1053) : RescaleSlope;DecimalString;System.Double;2
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0028,1054) : RescaleType;LongString;System.String;US
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3002,0002) : RTImageLabel;ShortString;System.String;kV_270_5a
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3002,0004) : RTImageDescription;ShortText;System.String;120 [kV] 
ModeId: DynamicGain
Mode Type : Single
Offset Corr. : true
Gain Corr. : true
Pixel Corr. : true
Averaging : false
Integration : false
Reset Frames : 32
AEC : false
Image Median: 4896, Norm: 1.32
Histogram ROI: (333,347),(844,730)
Focal Spot : LARGE
ABC : off

RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3002,000A) : ReportedValuesOrigin;CodeString;System.String;ACTUAL
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3002,000C) : RTImagePlane;CodeString;System.String;NORMAL
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3002,000D) : XRayImageReceptorTranslation;DecimalString;System.Double;-30,001724560037
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3002,000E) : XRayImageReceptorAngle;DecimalString;System.Double;0
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3002,0010) : RTImageOrientation;DecimalString;System.Double;1
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3002,0011) : ImagePlanePixelSpacing;DecimalString;System.Double;0,388
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3002,0012) : RTImagePosition;DecimalString;System.Double;-198,462
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3002,0020) : RadiationMachineName;ShortString;System.String;Accelerator04
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3002,0022) : RadiationMachineSAD;DecimalString;System.Double;1000,00009059477
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3002,0026) : RTImageSID;DecimalString;System.Double;1599,98232820412
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3002,0029) : FractionNumber;IntegerString;System.Int32;5
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3002,0030) : ExposureSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 15 Elements
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,1160) : ReferencedFrameNumber;IntegerString;System.Int32;1
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0018,0060) : KVP;DecimalString;System.Double;120
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0018,1150) : ExposureTime;IntegerString;System.Int32;50
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0018,1151) : XRayTubeCurrent;IntegerString;System.Int32;100
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3002,0032) : MetersetExposure;DecimalString;System.Double;0,00083333333333
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,00B6) : BeamLimitingDeviceSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 3 Elements
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;ASYMX
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,00BC) : NumberOfLeafJawPairs;IntegerString;System.Int32;1
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,011C) : LeafJawPositions;DecimalString;System.Double;-143,74943485809
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;ASYMY
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,00BC) : NumberOfLeafJawPairs;IntegerString;System.Int32;1
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,011C) : LeafJawPositions;DecimalString;System.Double;-56,178523010896
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,00F0) : NumberOfBlocks;IntegerString;System.Int32;0
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,011E) : GantryAngle;DecimalString;System.Double;270,000000008265
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,0120) : BeamLimitingDeviceAngle;DecimalString;System.Double;0
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,0122) : PatientSupportAngle;DecimalString;System.Double;0,009765625
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,0128) : TableTopVerticalPosition;DecimalString;System.Double;-208,49994522142
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,0129) : TableTopLongitudinalPosition;DecimalString;System.Double;1355,73162845012
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,012A) : TableTopLateralPosition;DecimalString;System.Double;94,7981472394756
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,0140) : TableTopPitchAngle;FloatingPointSingle;System.Single;359,9997
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,0144) : TableTopRollAngle;FloatingPointSingle;System.Single;0,0002682209
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,00B3) : PrimaryDosimeterUnit;CodeString;System.String;MINUTE
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,011E) : GantryAngle;DecimalString;System.Double;270,000000008265
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,0120) : BeamLimitingDeviceAngle;DecimalString;System.Double;0
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,0122) : PatientSupportAngle;DecimalString;System.Double;0,009765625
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,0128) : TableTopVerticalPosition;DecimalString;System.Double;-208,49994522142
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,0129) : TableTopLongitudinalPosition;DecimalString;System.Double;1355,73162845012
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,012A) : TableTopLateralPosition;DecimalString;System.Double;94,7981472394756
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,012C) : IsocenterPosition;DecimalString;System.Double;0
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,0140) : TableTopPitchAngle;FloatingPointSingle;System.Single;359,9997
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300A,0144) : TableTopRollAngle;FloatingPointSingle;System.Single;0,0002682209
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300C,0002) : ReferencedRTPlanSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 2 Elements
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,1150) : ReferencedSOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.5
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(0008,1155) : ReferencedSOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.71.5.336529019833.1777377.20230419131051
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300C,0006) : ReferencedBeamNumber;IntegerString;System.Int32;11
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300C,0008) : StartCumulativeMetersetWeight;DecimalString;System.Double;0
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300C,0009) : EndCumulativeMetersetWeight;DecimalString;System.Double;0
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(300C,0022) : ReferencedFractionGroupNumber;IntegerString;System.Int32;1
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3253,0010) : Unknown Tag;Unknown;System.Byte;86
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3253,1000) : Unknown Tag;Unknown;System.Byte;60
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3253,1001) : Unknown Tag;Unknown;System.Byte;48
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3253,1002) : Unknown Tag;Unknown;System.Byte;73
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3273,0010) : Unknown Tag;Unknown;System.Byte;86
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3273,1000) : Unknown Tag;Unknown;System.Byte;48
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(3273,1001) : Unknown Tag;Unknown;System.Byte;72
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;(7FE0,0010) : PixelData;OtherWordString;System.Byte;255
RI.1.2.246.352.62.1.5749139291130314037.14740269236949962406.dcm;(0002,0000) : Group header for group 0002;UnsignedLong;System.UInt32;194
RI.1.2.246.352.62.1.5749139291130314037.14740269236949962406.dcm;(0002,0001) : FileMetaInformationVersion;OtherByteString;System.Byte;0
RI.1.2.246.352.62.1.5749139291130314037.14740269236949962406.dcm;(0002,0002) : MediaStorageSOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.1
RI.1.2.246.352.62.1.5749139291130314037.14740269236949962406.dcm;(0002,0003) : MediaStorageSOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.62.1.5749139291130314037.14740269236949962406
RI.1.2.246.352.62.1.5749139291130314037.14740269236949962406.dcm;(0002,0010) : TransferSyntaxUID;UniqueIdentifier;System.String;1.2.840.10008.1.2
RI.1.2.246.352.62.1.5749139291130314037.14740269236949962406.dcm;(0002,0012) : ImplementationClassUID;UniqueIdentifier;System.String;1.2.246.352.70.2.1.160.3
RI.1.2.246.352.62.1.5749139291130314037.14740269236949962406.dcm;(0002,0013) : ImplementationVersionName;ShortString;System.String;DCIE 16.1
RI.1.2.246.352.62.1.5749139291130314037.14740269236949962406.dcm;(0008,0005) : SpecificCharacterSet;CodeString;System.String;ISO_IR 192
