FileName,Tag,TagName,VR,Value
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500A,2500) : Unknown Tag;Unknown;System.Byte;99
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500A,3000) : Unknown Tag;Unknown;System.Byte;247
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500C,0005) : Unknown Tag;Unknown;System.Byte;2
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500C,0010) : Unknown Tag;Unknown;System.Byte;17
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500C,0020) : Unknown Tag;Unknown;System.Byte;82
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500C,0030) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500C,0040) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500C,0103) : Unknown Tag;Unknown;System.Byte;3
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500C,2500) : Unknown Tag;Unknown;System.Byte;99
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500C,3000) : Unknown Tag;Unknown;System.Byte;8
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500E,0005) : Unknown Tag;Unknown;System.Byte;2
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500E,0010) : Unknown Tag;Unknown;System.Byte;17
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500E,0020) : Unknown Tag;Unknown;System.Byte;82
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500E,0030) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500E,0040) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500E,0103) : Unknown Tag;Unknown;System.Byte;3
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500E,2500) : Unknown Tag;Unknown;System.Byte;99
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(500E,3000) : Unknown Tag;Unknown;System.Byte;100
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;(7FE0,0010) : PixelData;OtherWordString;System.Byte;0
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0002,0000) : Group header for group 0002;UnsignedLong;System.UInt32;190
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0002,0001) : FileMetaInformationVersion;OtherByteString;System.Byte;0
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0002,0002) : MediaStorageSOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.1
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0002,0003) : MediaStorageSOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.71.3.336529019833.78926139.20230419131816
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0002,0010) : TransferSyntaxUID;UniqueIdentifier;System.String;1.2.840.10008.1.2
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0002,0012) : ImplementationClassUID;UniqueIdentifier;System.String;1.2.246.352.70.2.1.160.3
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0002,0013) : ImplementationVersionName;ShortString;System.String;DCIE 16.1
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0005) : SpecificCharacterSet;CodeString;System.String;ISO_IR 192
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0008) : ImageType;CodeString;System.String;DERIVED
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0012) : InstanceCreationDate;Date;System.Nullable`1[System.DateTime];24-11-2023 00:00:00
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0013) : InstanceCreationTime;Time;System.Nullable`1[System.DateTime];24-11-2023 22:06:06
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0016) : SOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.1
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0018) : SOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.71.3.336529019833.78926139.20230419131816
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0020) : StudyDate;Date;System.Nullable`1[System.DateTime];18-04-2023 00:00:00
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0021) : SeriesDate;Date;System.Nullable`1[System.DateTime];19-04-2023 00:00:00
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0022) : AcquisitionDate;Date;System.Nullable`1[System.DateTime];19-04-2023 00:00:00
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0023) : ContentDate;Date;System.Nullable`1[System.DateTime];19-04-2023 00:00:00
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0030) : StudyTime;Time;System.Nullable`1[System.DateTime];24-11-2023 08:22:35
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0031) : SeriesTime;Time;System.Nullable`1[System.DateTime];24-11-2023 13:17:07
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0032) : AcquisitionTime;Time;System.Nullable`1[System.DateTime];24-11-2023 13:17:08
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0033) : ContentTime;Time;System.Nullable`1[System.DateTime];24-11-2023 13:17:08
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0050) : AccessionNumber;ShortString;System.String;
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0060) : Modality;CodeString;System.String;RTIMAGE
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0064) : ConversionType;CodeString;System.String;WSD
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0070) : Manufacturer;LongString;System.String;Varian Medical Systems
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0080) : InstitutionName;LongString;System.String;Rigshospitalet
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0081) : InstitutionAddress;ShortText;System.String;Blegdamsvej 9
DK-2100
København
Denmark
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,0090) : ReferringPhysicianName;PersonName;System.String;
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,1010) : StationName;ShortString;System.String;RGHRHARIADB001
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,103E) : SeriesDescription;LongString;System.String;Eclipse DRRs
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,1040) : InstitutionalDepartmentName;LongString;System.String;Radioterapiklinikken
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,1070) : OperatorsName;PersonName;System.String;Aleksandra Caranovic
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,1090) : ManufacturerModelName;LongString;System.String;ARIA RadOnc
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0010,0010) : PatientName;PersonName;System.String;Lindblom^Eva
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0010,0020) : PatientID;LongString;System.String;2908550288
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0010,0030) : PatientBirthDate;Date;System.Nullable`1[System.DateTime];29-08-1955 00:00:00
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0010,0032) : PatientBirthTime;Time;System.Nullable`1[System.DateTime];24-11-2023 00:00:00
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0010,0040) : PatientSex;CodeString;System.String;F
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0018,1000) : DeviceSerialNumber;LongString;System.String;336529019833
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0018,1020) : SoftwareVersions;LongString;System.String;16.1.4
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0018,5100) : PatientPosition;CodeString;System.String;HFS
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0020,000D) : StudyInstanceUID;UniqueIdentifier;System.String;1.2.246.352.76.1.336529019833.521146.2310829075973
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0020,000E) : SeriesInstanceUID;UniqueIdentifier;System.String;1.2.246.352.71.2.336529019833.18080501.20230419131708
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0020,0010) : StudyID;ShortString;System.String;CT2
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0020,0011) : SeriesNumber;IntegerString;System.Int32;22
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0020,0013) : InstanceNumber;IntegerString;System.Int32;11
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0020,0020) : PatientOrientation;CodeString;System.String;
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0020,0052) : FrameOfReferenceUID;UniqueIdentifier;System.String;1.3.12.2.1107.5.1.4.67129.30000023041806302887300000010
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0020,1040) : PositionReferenceIndicator;LongString;System.String;
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0028,0002) : SamplesPerPixel;UnsignedShort;System.UInt16;1
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0028,0004) : PhotometricInterpretation;CodeString;System.String;MONOCHROME2
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0028,0010) : Rows;UnsignedShort;System.UInt16;512
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0028,0011) : Columns;UnsignedShort;System.UInt16;512
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0028,0100) : BitsAllocated;UnsignedShort;System.UInt16;16
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0028,0101) : BitsStored;UnsignedShort;System.UInt16;16
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0028,0102) : HighBit;UnsignedShort;System.UInt16;15
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0028,0103) : PixelRepresentation;UnsignedShort;System.UInt16;0
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0028,1050) : WindowCenter;DecimalString;System.Double;15000
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0028,1051) : WindowWidth;DecimalString;System.Double;30000
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0028,1052) : RescaleIntercept;DecimalString;System.Double;0
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0028,1053) : RescaleSlope;DecimalString;System.Double;1
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0028,1054) : RescaleType;LongString;System.String;US
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3002,0002) : RTImageLabel;ShortString;System.String;Setup 270-DRR
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3002,0004) : RTImageDescription;ShortText;System.String;MultiWindow1.0 50 0 1 100 1000 0 -1000 1000 1 1 100 1000 0 -1000 1000 1 1 100 1000 0 -1000 1000
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3002,000A) : ReportedValuesOrigin;CodeString;System.String;OPERATOR
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3002,000C) : RTImagePlane;CodeString;System.String;NORMAL
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3002,000D) : XRayImageReceptorTranslation;DecimalString;System.Double;0
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3002,000E) : XRayImageReceptorAngle;DecimalString;System.Double;0
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3002,0010) : RTImageOrientation;DecimalString;System.Double;1
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3002,0011) : ImagePlanePixelSpacing;DecimalString;System.Double;0,9765625
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3002,0012) : RTImagePosition;DecimalString;System.Double;-249,51171875
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3002,0020) : RadiationMachineName;ShortString;System.String;Accelerator04
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3002,0022) : RadiationMachineSAD;DecimalString;System.Double;1000
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3002,0026) : RTImageSID;DecimalString;System.Double;1000
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3002,0030) : ExposureSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 7 Elements
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,1160) : ReferencedFrameNumber;IntegerString;System.Int32;1
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3002,0032) : MetersetExposure;DecimalString;System.Double;0
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,00B6) : BeamLimitingDeviceSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 3 Elements
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;ASYMX
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,00BC) : NumberOfLeafJawPairs;IntegerString;System.Int32;1
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,011C) : LeafJawPositions;DecimalString;System.Double;-110
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;ASYMY
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,00BC) : NumberOfLeafJawPairs;IntegerString;System.Int32;1
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,011C) : LeafJawPositions;DecimalString;System.Double;-50
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,00F0) : NumberOfBlocks;IntegerString;System.Int32;0
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,011E) : GantryAngle;DecimalString;System.Double;270
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,0120) : BeamLimitingDeviceAngle;DecimalString;System.Double;0
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,0122) : PatientSupportAngle;DecimalString;System.Double;0
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,00B3) : PrimaryDosimeterUnit;CodeString;System.String;MINUTE
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,011E) : GantryAngle;DecimalString;System.Double;270
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,0120) : BeamLimitingDeviceAngle;DecimalString;System.Double;0
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,0122) : PatientSupportAngle;DecimalString;System.Double;0
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300A,012C) : IsocenterPosition;DecimalString;System.Double;-100
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300C,0002) : ReferencedRTPlanSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 2 Elements
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,1150) : ReferencedSOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.5
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(0008,1155) : ReferencedSOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.71.5.336529019833.1777377.20230419131051
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(300C,0006) : ReferencedBeamNumber;IntegerString;System.Int32;11
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3253,0010) : Unknown Tag;Unknown;System.Byte;86
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3253,1000) : Unknown Tag;Unknown;System.Byte;60
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3253,1001) : Unknown Tag;Unknown;System.Byte;48
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3253,1002) : Unknown Tag;Unknown;System.Byte;73
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3273,0010) : Unknown Tag;Unknown;System.Byte;86
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3273,1000) : Unknown Tag;Unknown;System.Byte;45
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(3273,1001) : Unknown Tag;Unknown;System.Byte;72
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5000,0005) : Unknown Tag;Unknown;System.Byte;2
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5000,0010) : Unknown Tag;Unknown;System.Byte;48
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5000,0020) : Unknown Tag;Unknown;System.Byte;82
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5000,0030) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5000,0040) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5000,0103) : Unknown Tag;Unknown;System.Byte;3
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5000,2500) : Unknown Tag;Unknown;System.Byte;66
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5000,3000) : Unknown Tag;Unknown;System.Byte;123
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5002,0005) : Unknown Tag;Unknown;System.Byte;2
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5002,0010) : Unknown Tag;Unknown;System.Byte;84
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5002,0020) : Unknown Tag;Unknown;System.Byte;82
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5002,0030) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5002,0040) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5002,0103) : Unknown Tag;Unknown;System.Byte;3
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5002,2500) : Unknown Tag;Unknown;System.Byte;76
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5002,3000) : Unknown Tag;Unknown;System.Byte;78
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5004,0005) : Unknown Tag;Unknown;System.Byte;2
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5004,0010) : Unknown Tag;Unknown;System.Byte;170
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5004,0020) : Unknown Tag;Unknown;System.Byte;82
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5004,0030) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5004,0040) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5004,0103) : Unknown Tag;Unknown;System.Byte;3
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5004,2500) : Unknown Tag;Unknown;System.Byte;67
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5004,3000) : Unknown Tag;Unknown;System.Byte;2
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5006,0005) : Unknown Tag;Unknown;System.Byte;2
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5006,0010) : Unknown Tag;Unknown;System.Byte;18
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5006,0020) : Unknown Tag;Unknown;System.Byte;82
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5006,0030) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5006,0040) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5006,0103) : Unknown Tag;Unknown;System.Byte;3
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5006,2500) : Unknown Tag;Unknown;System.Byte;99
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5006,3000) : Unknown Tag;Unknown;System.Byte;99
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5008,0005) : Unknown Tag;Unknown;System.Byte;2
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5008,0010) : Unknown Tag;Unknown;System.Byte;18
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5008,0020) : Unknown Tag;Unknown;System.Byte;82
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5008,0030) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5008,0040) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5008,0103) : Unknown Tag;Unknown;System.Byte;3
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5008,2500) : Unknown Tag;Unknown;System.Byte;99
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(5008,3000) : Unknown Tag;Unknown;System.Byte;92
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500A,0005) : Unknown Tag;Unknown;System.Byte;2
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500A,0010) : Unknown Tag;Unknown;System.Byte;18
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500A,0020) : Unknown Tag;Unknown;System.Byte;82
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500A,0030) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500A,0040) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500A,0103) : Unknown Tag;Unknown;System.Byte;3
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500A,2500) : Unknown Tag;Unknown;System.Byte;99
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500A,3000) : Unknown Tag;Unknown;System.Byte;100
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500C,0005) : Unknown Tag;Unknown;System.Byte;2
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500C,0010) : Unknown Tag;Unknown;System.Byte;14
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500C,0020) : Unknown Tag;Unknown;System.Byte;82
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500C,0030) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500C,0040) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500C,0103) : Unknown Tag;Unknown;System.Byte;3
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500C,2500) : Unknown Tag;Unknown;System.Byte;99
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500C,3000) : Unknown Tag;Unknown;System.Byte;3
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500E,0005) : Unknown Tag;Unknown;System.Byte;2
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500E,0010) : Unknown Tag;Unknown;System.Byte;12
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500E,0020) : Unknown Tag;Unknown;System.Byte;82
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500E,0030) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500E,0040) : Unknown Tag;Unknown;System.Byte;80
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500E,0103) : Unknown Tag;Unknown;System.Byte;3
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500E,2500) : Unknown Tag;Unknown;System.Byte;99
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(500E,3000) : Unknown Tag;Unknown;System.Byte;46
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;(7FE0,0010) : PixelData;OtherWordString;System.Byte;0
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;(0002,0000) : Group header for group 0002;UnsignedLong;System.UInt32;188
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;(0002,0001) : FileMetaInformationVersion;OtherByteString;System.Byte;0
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;(0002,0002) : MediaStorageSOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.5
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;(0002,0003) : MediaStorageSOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.71.5.336529019833.1777377.20230419131051
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;(0002,0010) : TransferSyntaxUID;UniqueIdentifier;System.String;1.2.840.10008.1.2
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;(0002,0012) : ImplementationClassUID;UniqueIdentifier;System.String;1.2.246.352.70.2.1.160.3
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;(0002,0013) : ImplementationVersionName;ShortString;System.String;DCIE 16.1
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;(0008,0005) : SpecificCharacterSet;CodeString;System.String;ISO_IR 192
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;(0008,0012) : InstanceCreationDate;Date;System.Nullable`1[System.DateTime];24-11-2023 00:00:00
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;(0008,0013) : InstanceCreationTime;Time;System.Nullable`1[System.DateTime];24-11-2023 22:06:02
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;(0008,0016) : SOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.5
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;(0008,0018) : SOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.71.5.336529019833.1777377.20230419131051
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;(0008,0020) : StudyDate;Date;System.Nullable`1[System.DateTime];18-04-2023 00:00:00
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;(0008,0021) : SeriesDate;Date;System.Nullable`1[System.DateTime];19-04-2023 00:00:00
