filename;obj_type;DicomTag:TagName;TagValue;obj_type2
RI.1.2.246.352.71.3.336529019833.78926137.20230419131816.dcm;image;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RI.1.2.246.352.71.3.336529019833.78926137.20230419131816.dcm;image;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RD.1.2.246.352.71.7.336529019833.3193906.20230419131429.dcm;dose;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.2;dose
RI.1.2.246.352.71.3.336529019833.78926137.20230419131816.dcm;image;(0008,0018) : SOPInstanceUID;1.2.246.352.71.3.336529019833.78926137.20230419131816;Other
RI.1.2.246.352.71.3.336529019833.78926137.20230419131816.dcm;image;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RI.1.2.246.352.71.3.336529019833.78926137.20230419131816.dcm;image;(0020,000E) : SeriesInstanceUID;1.2.246.352.71.2.336529019833.18080501.20230419131708;Other
RD.1.2.246.352.71.7.336529019833.3193906.20230419131429.dcm;dose;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.3;Other
RI.1.2.246.352.71.3.336529019833.78926137.20230419131816.dcm;image;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RI.1.2.246.352.71.3.336529019833.78926137.20230419131816.dcm;image;(0020,0052) : FrameOfReferenceUID;1.3.12.2.1107.5.1.4.67129.30000023041806302887300000010;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.3;Other
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;image;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.71.3.336529019833.78926138.20230419131816;Other
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;image;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;image;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RT.1.2.246.352.82.6.4804737242153190952.177957576411015615060.dcm;TxRecord;(0002,0002) : MediaStorageSOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;image;(0008,0018) : SOPInstanceUID;1.2.246.352.71.3.336529019833.78926138.20230419131816;Other
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;image;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;image;(0020,000E) : SeriesInstanceUID;1.2.246.352.71.2.336529019833.18080501.20230419131708;Other
RT.1.2.246.352.82.6.4804737242153190952.177957576411015615060.dcm;TxRecord;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;image;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;image;(0020,0052) : FrameOfReferenceUID;1.3.12.2.1107.5.1.4.67129.30000023041806302887300000010;Other
RT.1.2.246.352.82.6.4871371218273233704.9687097391609868723.dcm;TxRecord;(0002,0002) : MediaStorageSOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;image;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.71.3.336529019833.78926139.20230419131816;Other
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;image;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;image;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RT.1.2.246.352.82.6.4871371218273233704.9687097391609868723.dcm;TxRecord;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;image;(0008,0018) : SOPInstanceUID;1.2.246.352.71.3.336529019833.78926139.20230419131816;Other
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;image;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;image;(0020,000E) : SeriesInstanceUID;1.2.246.352.71.2.336529019833.18080501.20230419131708;Other
RT.1.2.246.352.82.6.4973687440720092601.3763625486951981180.dcm;TxRecord;(0002,0002) : MediaStorageSOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;image;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;image;(0020,0052) : FrameOfReferenceUID;1.3.12.2.1107.5.1.4.67129.30000023041806302887300000010;Other
RT.1.2.246.352.82.6.4973687440720092601.3763625486951981180.dcm;TxRecord;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;TxRecord;(0002,0002) : MediaStorageSOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0008,0018) : SOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0020,000E) : SeriesInstanceUID;1.2.246.352.71.2.336529019833.18080499.20230419131020;Other
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;TxRecord;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(300A,0013) : DoseReferenceUID;1.2.246.352.71.10.336529019833.1064317.20230418110601;Other
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;TxRecord;(0002,0002) : MediaStorageSOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;TxRecord;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;TxRecord;(0002,0002) : MediaStorageSOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;TxRecord;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.5402722177136864433.184221224090421687530.dcm;TxRecord;(0002,0002) : MediaStorageSOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.5402722177136864433.184221224090421687530.dcm;TxRecord;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.5423434296318391563.5687822901613440390.dcm;TxRecord;(0002,0002) : MediaStorageSOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.5423434296318391563.5687822901613440390.dcm;TxRecord;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.5432228299550488036.152064381445922822690.dcm;TxRecord;(0002,0002) : MediaStorageSOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.5432228299550488036.152064381445922822690.dcm;TxRecord;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.5519233792814374352.4742407413174225555.dcm;TxRecord;(0002,0002) : MediaStorageSOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.3.336529019833.78926129.20230419131816;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.3.336529019833.78926139.20230419131816;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.3.336529019833.78926130.20230419131816;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.3.336529019833.78926132.20230419131816;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.3.336529019833.78926134.20230419131816;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.3.336529019833.78926138.20230419131816;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.3.336529019833.78926131.20230419131816;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.3.336529019833.78926137.20230419131816;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.3.336529019833.78926133.20230419131816;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.3.336529019833.78926135.20230419131816;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.3.336529019833.78926136.20230419131816;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.4.336529019833.1204433.20230421110712;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0020,0052) : FrameOfReferenceUID;1.3.12.2.1107.5.1.4.67129.30000023041806302887300000010;Other
RT.1.2.246.352.82.6.5519233792814374352.4742407413174225555.dcm;TxRecord;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.4804737242153190952.177957576411015615060.dcm;TxRecord;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.82.6.4804737242153190952.177957576411015615060;Other
RT.1.2.246.352.82.6.4804737242153190952.177957576411015615060.dcm;TxRecord;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RT.1.2.246.352.82.6.4804737242153190952.177957576411015615060.dcm;TxRecord;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RT.1.2.246.352.82.6.5606493397862707908.8892806146385903490.dcm;TxRecord;(0002,0002) : MediaStorageSOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.4804737242153190952.177957576411015615060.dcm;TxRecord;(0008,0018) : SOPInstanceUID;1.2.246.352.82.6.4804737242153190952.177957576411015615060;Other
RT.1.2.246.352.82.6.4804737242153190952.177957576411015615060.dcm;TxRecord;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RT.1.2.246.352.82.6.4804737242153190952.177957576411015615060.dcm;TxRecord;(0020,000E) : SeriesInstanceUID;1.2.246.352.82.2.5654913774658229593.143795257524198601250;Other
RT.1.2.246.352.82.6.5606493397862707908.8892806146385903490.dcm;TxRecord;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.4804737242153190952.177957576411015615060.dcm;TxRecord;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RT.1.2.246.352.82.6.5691326552837155168.7048217253163568260.dcm;TxRecord;(0002,0002) : MediaStorageSOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.4871371218273233704.9687097391609868723.dcm;TxRecord;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.82.6.4871371218273233704.9687097391609868723;Other
RT.1.2.246.352.82.6.4871371218273233704.9687097391609868723.dcm;TxRecord;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RT.1.2.246.352.82.6.4871371218273233704.9687097391609868723.dcm;TxRecord;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RT.1.2.246.352.82.6.5691326552837155168.7048217253163568260.dcm;TxRecord;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.4871371218273233704.9687097391609868723.dcm;TxRecord;(0008,0018) : SOPInstanceUID;1.2.246.352.82.6.4871371218273233704.9687097391609868723;Other
RT.1.2.246.352.82.6.4871371218273233704.9687097391609868723.dcm;TxRecord;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RT.1.2.246.352.82.6.4871371218273233704.9687097391609868723.dcm;TxRecord;(0020,000E) : SeriesInstanceUID;1.2.246.352.82.2.5022302306464692322.141522836747065051130;Other
RT.1.2.246.352.82.6.5707051452225590236.4066719320674615070.dcm;TxRecord;(0002,0002) : MediaStorageSOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.4871371218273233704.9687097391609868723.dcm;TxRecord;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RT.1.2.246.352.82.6.5707051452225590236.4066719320674615070.dcm;TxRecord;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.4973687440720092601.3763625486951981180.dcm;TxRecord;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.82.6.4973687440720092601.3763625486951981180;Other
RT.1.2.246.352.82.6.4973687440720092601.3763625486951981180.dcm;TxRecord;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RT.1.2.246.352.82.6.4973687440720092601.3763625486951981180.dcm;TxRecord;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RT.1.2.246.352.82.6.5729763720361080376.133885256803668412290.dcm;TxRecord;(0002,0002) : MediaStorageSOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.4973687440720092601.3763625486951981180.dcm;TxRecord;(0008,0018) : SOPInstanceUID;1.2.246.352.82.6.4973687440720092601.3763625486951981180;Other
RT.1.2.246.352.82.6.4973687440720092601.3763625486951981180.dcm;TxRecord;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RT.1.2.246.352.82.6.4973687440720092601.3763625486951981180.dcm;TxRecord;(0020,000E) : SeriesInstanceUID;1.2.246.352.82.2.5729072656874714881.102592852811315362730;Other
RT.1.2.246.352.82.6.5729763720361080376.133885256803668412290.dcm;TxRecord;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.4;TxRecord
RT.1.2.246.352.82.6.4973687440720092601.3763625486951981180.dcm;TxRecord;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RD.1.2.246.352.71.7.336529019833.3193906.20230419131429.dcm;dose;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;TxRecord;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.82.6.4991039054495968025.158716636195823323280;Other
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;TxRecord;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;TxRecord;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RI.1.2.246.352.62.1.5019659855631930582.13997658343355337359.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;TxRecord;(0008,0018) : SOPInstanceUID;1.2.246.352.82.6.4991039054495968025.158716636195823323280;Other
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;TxRecord;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;TxRecord;(0020,000E) : SeriesInstanceUID;1.2.246.352.82.2.4804146822969842327.7411671626092834695;Other
RI.1.2.246.352.62.1.5248941889343008562.17770165989386809023.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;TxRecord;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RI.1.2.246.352.62.1.5392505312040230222.7038532742987960972.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;TxRecord;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.82.6.5078248809812511954.3223688115085210531;Other
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;TxRecord;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;TxRecord;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RI.1.2.246.352.62.1.5749139291130314037.14740269236949962406.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;TxRecord;(0008,0018) : SOPInstanceUID;1.2.246.352.82.6.5078248809812511954.3223688115085210531;Other
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;TxRecord;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;TxRecord;(0020,000E) : SeriesInstanceUID;1.2.246.352.82.2.5453476613505390363.8167878907112890758;Other
RI.1.2.246.352.62.1.5750095811815345682.8939250229568374690.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;TxRecord;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RI.1.2.246.352.71.3.336529019833.78926129.20230419131816.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;TxRecord;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.82.6.5126649194321006987.104682947806535912060;Other
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;TxRecord;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;TxRecord;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RI.1.2.246.352.71.3.336529019833.78926130.20230419131816.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;TxRecord;(0008,0018) : SOPInstanceUID;1.2.246.352.82.6.5126649194321006987.104682947806535912060;Other
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;TxRecord;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;TxRecord;(0020,000E) : SeriesInstanceUID;1.2.246.352.82.2.4833289326415505402.2415693339113437630;Other
RI.1.2.246.352.71.3.336529019833.78926131.20230419131816.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;TxRecord;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RI.1.2.246.352.71.3.336529019833.78926132.20230419131816.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5402722177136864433.184221224090421687530.dcm;TxRecord;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.82.6.5402722177136864433.184221224090421687530;Other
RT.1.2.246.352.82.6.5402722177136864433.184221224090421687530.dcm;TxRecord;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RT.1.2.246.352.82.6.5402722177136864433.184221224090421687530.dcm;TxRecord;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RI.1.2.246.352.71.3.336529019833.78926133.20230419131816.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5402722177136864433.184221224090421687530.dcm;TxRecord;(0008,0018) : SOPInstanceUID;1.2.246.352.82.6.5402722177136864433.184221224090421687530;Other
RT.1.2.246.352.82.6.5402722177136864433.184221224090421687530.dcm;TxRecord;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RT.1.2.246.352.82.6.5402722177136864433.184221224090421687530.dcm;TxRecord;(0020,000E) : SeriesInstanceUID;1.2.246.352.82.2.5306341025858830675.153456598276314062090;Other
RI.1.2.246.352.71.3.336529019833.78926134.20230419131816.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5402722177136864433.184221224090421687530.dcm;TxRecord;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RI.1.2.246.352.71.3.336529019833.78926135.20230419131816.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5423434296318391563.5687822901613440390.dcm;TxRecord;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.82.6.5423434296318391563.5687822901613440390;Other
RT.1.2.246.352.82.6.5423434296318391563.5687822901613440390.dcm;TxRecord;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RT.1.2.246.352.82.6.5423434296318391563.5687822901613440390.dcm;TxRecord;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RI.1.2.246.352.71.3.336529019833.78926136.20230419131816.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5423434296318391563.5687822901613440390.dcm;TxRecord;(0008,0018) : SOPInstanceUID;1.2.246.352.82.6.5423434296318391563.5687822901613440390;Other
RT.1.2.246.352.82.6.5423434296318391563.5687822901613440390.dcm;TxRecord;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RT.1.2.246.352.82.6.5423434296318391563.5687822901613440390.dcm;TxRecord;(0020,000E) : SeriesInstanceUID;1.2.246.352.82.2.4709824500260662274.6661842842063726487;Other
RI.1.2.246.352.71.3.336529019833.78926137.20230419131816.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5423434296318391563.5687822901613440390.dcm;TxRecord;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RI.1.2.246.352.71.3.336529019833.78926138.20230419131816.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5432228299550488036.152064381445922822690.dcm;TxRecord;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.82.6.5432228299550488036.152064381445922822690;Other
RT.1.2.246.352.82.6.5432228299550488036.152064381445922822690.dcm;TxRecord;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RT.1.2.246.352.82.6.5432228299550488036.152064381445922822690.dcm;TxRecord;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RI.1.2.246.352.71.3.336529019833.78926139.20230419131816.dcm;image;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5432228299550488036.152064381445922822690.dcm;TxRecord;(0008,0018) : SOPInstanceUID;1.2.246.352.82.6.5432228299550488036.152064381445922822690;Other
RT.1.2.246.352.82.6.5432228299550488036.152064381445922822690.dcm;TxRecord;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RT.1.2.246.352.82.6.5432228299550488036.152064381445922822690.dcm;TxRecord;(0020,000E) : SeriesInstanceUID;1.2.246.352.82.2.5596454758118241590.168536823522266479560;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0002,0002) : MediaStorageSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5432228299550488036.152064381445922822690.dcm;TxRecord;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RP.1.2.246.352.71.5.336529019833.1777377.20230419131051.dcm;plan;(0008,0016) : SOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5519233792814374352.4742407413174225555.dcm;TxRecord;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.82.6.5519233792814374352.4742407413174225555;Other
RT.1.2.246.352.82.6.5519233792814374352.4742407413174225555.dcm;TxRecord;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RT.1.2.246.352.82.6.5519233792814374352.4742407413174225555.dcm;TxRecord;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RT.1.2.246.352.82.6.4804737242153190952.177957576411015615060.dcm;TxRecord;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5519233792814374352.4742407413174225555.dcm;TxRecord;(0008,0018) : SOPInstanceUID;1.2.246.352.82.6.5519233792814374352.4742407413174225555;Other
